學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生男,僑生女,港澳生男,港澳生女
106,公立,一般大學,20,國立東華大學,4134054,公共行政學系,學士班(日間),1,2,3,1
106,公立,一般大學,20,國立東華大學,4211067,法律學士學位學程,學士班(日間),1,0,0,0
106,公立,一般大學,20,國立東華大學,5121069,生命科學系,學士班(日間),5,5,4,2
106,公立,一般大學,20,國立東華大學,5121069,生命科學系生物技術碩士班,碩士班(日間),0,0,1,0
106,公立,一般大學,20,國立東華大學,5211094,自然資源與環境學系,學士班(日間),1,0,4,1
106,公立,一般大學,20,國立東華大學,5211094,自然資源與環境學系,碩士班(日間),0,0,0,1
106,公立,一般大學,20,國立東華大學,5311071,化學系,學士班(日間),1,1,3,1
106,公立,一般大學,20,國立東華大學,5323078,海洋生物研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,20,國立東華大學,5331072,物理學系,學士班(日間),2,1,2,0
106,公立,一般大學,20,國立東華大學,5331072,物理學系應用物理碩士班,碩士班(日間),2,0,0,0
106,公立,一般大學,20,國立東華大學,5411074,應用數學系,學士班(日間),3,2,4,0
106,公立,一般大學,20,國立東華大學,6131086,資訊工程學系,學士班(日間),5,1,5,1
106,公立,一般大學,20,國立東華大學,6134081,資訊管理學系,學士班(日間),9,2,8,1
106,公立,一般大學,20,國立東華大學,7112090,材料科學與工程學系,學士班(日間),1,0,6,0
106,公立,一般大學,20,國立東華大學,7141083,電機工程學系,學士班(日間),4,0,3,0
106,公立,一般大學,20,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),2,10,2,5
106,公立,一般大學,21,國立暨南國際大學,1111001,國際文教與比較教育學系,學士班(日間),3,12,0,6
106,公立,一般大學,21,國立暨南國際大學,1114010,教育政策與行政學系,學士班(日間),3,8,5,7
106,公立,一般大學,21,國立暨南國際大學,1114010,教育政策與行政學系,博士班,0,0,2,0
106,公立,一般大學,21,國立暨南國際大學,2221015,歷史學系,學士班(日間),5,6,25,12
106,公立,一般大學,21,國立暨南國際大學,2221015,歷史學系,碩士班(日間),1,0,0,0
106,公立,一般大學,21,國立暨南國際大學,2311014,外國語文學系,學士班(日間),3,13,2,7
106,公立,一般大學,21,國立暨南國際大學,2322013,中國語文學系,學士班(日間),4,7,4,16
106,公立,一般大學,21,國立暨南國際大學,2322013,中國語文學系,碩士班(日間),1,0,0,0
106,公立,一般大學,21,國立暨南國際大學,3111016,經濟學系,學士班(日間),10,7,11,4
106,公立,一般大學,21,國立暨南國際大學,3111016,經濟學系,碩士班(日間),2,0,0,0
106,公立,一般大學,21,國立暨南國際大學,3131004,諮商心理與人力資源發展學系,學士班(日間),8,11,6,7
106,公立,一般大學,21,國立暨南國際大學,3131004,諮商心理與人力資源發展學系,碩士班(日間),0,1,1,1
106,公立,一般大學,21,國立暨南國際大學,3143019,東南亞學系,學士班(日間),3,4,3,3
106,公立,一般大學,21,國立暨南國際大學,3143019,東南亞學系,碩士班(日間),1,0,0,0
106,公立,一般大學,21,國立暨南國際大學,3143019,東南亞學系,博士班,0,1,0,0
106,公立,一般大學,21,國立暨南國際大學,4121025,財務金融學系,學士班(日間),11,7,8,5
106,公立,一般大學,21,國立暨南國際大學,4121025,財務金融學系,碩士班(日間),1,0,1,0
106,公立,一般大學,21,國立暨南國際大學,4131022,國際企業學系,學士班(日間),21,19,8,9
106,公立,一般大學,21,國立暨南國際大學,4131022,國際企業學系,碩士班(日間),0,1,0,0
106,公立,一般大學,21,國立暨南國際大學,4134020,公共行政與政策學系,學士班(日間),5,8,10,4
106,公立,一般大學,21,國立暨南國際大學,5311027,應用化學系,學士班(日間),3,1,11,2
106,公立,一般大學,21,國立暨南國際大學,5311027,應用化學系,碩士班(日間),0,0,1,0
106,公立,一般大學,21,國立暨南國際大學,6131030,資訊管理學系,學士班(日間),24,4,14,5
106,公立,一般大學,21,國立暨南國際大學,6131030,資訊管理學系,碩士班(日間),1,0,0,0
106,公立,一般大學,21,國立暨南國際大學,6131034,資訊工程學系,學士班(日間),6,7,24,6
106,公立,一般大學,21,國立暨南國際大學,6131034,資訊工程學系,碩士班(日間),2,0,0,0
106,公立,一般大學,21,國立暨南國際大學,7112037,應用材料及光電工程學系,學士班(日間),1,0,0,0
106,公立,一般大學,21,國立暨南國際大學,7141031,電機工程學系,學士班(日間),6,0,21,0
106,公立,一般大學,21,國立暨南國際大學,7321035,土木工程學系,學士班(日間),3,0,18,2
106,公立,一般大學,21,國立暨南國際大學,9231038,社會政策與社會工作學系,學士班(日間),4,3,21,15
106,公立,一般大學,21,國立暨南國際大學,9231038,社會政策與社會工作學系,碩士班(日間),0,0,2,0
106,公立,一般大學,21,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),19,34,26,36
106,公立,一般大學,21,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,碩士班(日間),0,0,1,1
106,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,學士班(日間),0,4,1,1
106,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,碩士班(日間),1,1,1,1
106,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),3,5,1,7
106,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,碩士班(日間),0,1,0,0
106,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),5,12,10,9
