學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生男,僑生女,港澳生男,港澳生女
106,私立,技專校院,1060,南開科技大學,7151023,機械工程系,學士班(日間),10,0,2,0
106,私立,技專校院,1060,南開科技大學,10131030,餐飲管理系,學士班(日間),4,4,1,1
106,私立,技專校院,1060,南開科技大學,10151033,休閒事業管理系,學士班(日間),1,3,0,0
106,私立,技專校院,1060,南開科技大學,10151033,休閒事業管理系,碩士班(日間),0,0,1,0
106,私立,技專校院,1061,中華學校財團法人中華科技大學,5121010,生物科技系,學士班(日間),0,0,0,1
106,私立,技專校院,1061,中華學校財團法人中華科技大學,5121010,生物科技系健康科技碩士班,碩士班(日間),0,0,1,0
106,私立,技專校院,1061,中華學校財團法人中華科技大學,6131012,資訊管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1061,中華學校財團法人中華科技大學,10131029,餐飲管理系,學士班(日間),0,1,0,0
106,私立,技專校院,1061,中華學校財團法人中華科技大學,10413033,航空服務管理系,學士班(日間),1,2,1,0
106,私立,技專校院,1062,僑光科技大學,2122004,生活創意設計系,學士班(日間),2,0,0,0
106,私立,技專校院,1062,僑光科技大學,4131009,企業管理系,學士班(日間),1,0,0,1
106,私立,技專校院,1062,僑光科技大學,4131009,企業管理系,碩士班(日間),0,0,1,0
106,私立,技專校院,1062,僑光科技大學,6131019,資訊科技系,學士班(日間),0,0,1,0
106,私立,技專校院,1062,僑光科技大學,6132021,多媒體與遊戲設計系,學士班(日間),1,0,2,0
106,私立,技專校院,1062,僑光科技大學,10131024,餐飲管理系,學士班(日間),1,2,2,1
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,2311005,應用日語系,學士班(日間),0,0,0,2
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,4132022,行銷與流通管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,6132026,多媒體與遊戲設計系,學士班(日間),1,0,0,0
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10131029,餐旅經營系,學士班(日間),0,1,0,0
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10152030,休閒運動管理系,學士班(日間),0,0,1,0
106,私立,技專校院,1064,美和學校財團法人美和科技大學,2299002,文化創意系,學士班(日間),0,0,1,1
106,私立,技專校院,1064,美和學校財團法人美和科技大學,5121008,生物科技系,學士班(日間),0,0,1,0
106,私立,技專校院,1064,美和學校財團法人美和科技大學,10121021,美容系,學士班(日間),0,0,1,0
106,私立,技專校院,1064,美和學校財團法人美和科技大學,10131018,餐旅管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1065,吳鳳科技大學,2311003,應用日語系,學士班(日間),0,1,0,0
106,私立,技專校院,1065,吳鳳科技大學,6131014,資訊管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1065,吳鳳科技大學,6132015,應用遊戲科技系,學士班(日間),0,0,2,0
106,私立,技專校院,1065,吳鳳科技大學,10131024,餐旅管理系,學士班(日間),0,0,0,1
106,私立,技專校院,1065,吳鳳科技大學,10152027,休閒遊憩與運動管理系,學士班(日間),0,0,1,0
106,私立,技專校院,1066,環球學校財團法人環球科技大學,2111026,多媒體動畫設計系,學士班(日間),1,0,2,2
106,私立,技專校院,1066,環球學校財團法人環球科技大學,2112003,視覺傳達設計系,學士班(日間),2,0,1,0
106,私立,技專校院,1066,環球學校財團法人環球科技大學,2123005,創意商品設計系,學士班(日間),1,0,0,0
106,私立,技專校院,1066,環球學校財團法人環球科技大學,4131011,企業管理系,學士班(日間),1,1,0,0
106,私立,技專校院,1066,環球學校財團法人環球科技大學,4143021,行銷管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1066,環球學校財團法人環球科技大學,9221027,幼兒保育系,學士班(日間),0,1,0,1
106,私立,技專校院,1066,環球學校財團法人環球科技大學,10121036,時尚造型設計系,學士班(日間),0,10,0,1
106,私立,技專校院,1066,環球學校財團法人環球科技大學,10131028,餐飲廚藝系,學士班(日間),8,7,1,4
106,私立,技專校院,1066,環球學校財團法人環球科技大學,10151029,觀光與餐飲旅館系,學士班(日間),2,5,0,0
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,1121002,幼兒教育學系,學士班(日間),0,6,2,13
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,2123008,商品開發與設計學系,學士班(日間),0,1,0,0
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,2311003,應用外語學系,學士班(日間),0,0,0,1
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,4131009,企業管理學系,學士班(日間),1,4,1,0
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,4199016,休閒資訊管理學系,學士班(日間),0,0,1,0
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,6132018,數位娛樂與遊戲設計學系,學士班(日間),0,0,1,0
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,6134021,資訊與多媒體設計學系,學士班(日間),1,1,1,0
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131030,餐旅管理學系,學士班(日間),21,6,15,15
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131032,烘焙管理學系,學士班(日間),6,8,4,13
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131034,飯店管理學系,學士班(日間),3,6,3,2
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10151036,觀光事業管理學系,學士班(日間),0,4,0,2
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10152038,休閒管理學系,學士班(日間),5,0,0,0
106,私立,技專校院,1068,中州學校財團法人中州科技大學,4132006,行銷與流通管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1068,中州學校財團法人中州科技大學,6132009,多媒體與遊戲發展科學系,學士班(日間),1,0,0,0
106,私立,技專校院,1068,中州學校財團法人中州科技大學,7151017,機械與自動化工程系,學士班(日間),1,0,0,0
106,私立,技專校院,1068,中州學校財團法人中州科技大學,9299032,幼兒保育與家庭服務系,學士班(日間),1,1,0,0
106,私立,技專校院,1068,中州學校財團法人中州科技大學,10131027,餐飲廚藝系,學士班(日間),2,0,1,0
106,私立,技專校院,1068,中州學校財團法人中州科技大學,10131028,餐旅事業管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1068,中州學校財團法人中州科技大學,10141030,運動與健康促進系,學士班(日間),1,0,0,0
106,私立,技專校院,1069,修平學校財團法人修平科技大學,4131009,國際企業經營系,學士班(日間),1,0,0,0
106,私立,技專校院,1069,修平學校財團法人修平科技大學,4199015,人力資源管理與發展系,學士班(日間),1,0,0,0
106,私立,技專校院,1069,修平學校財團法人修平科技大學,7141019,電機工程系,學士班(日間),0,0,1,0
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,5191003,保健營養系,學士班(日間),0,0,0,1
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9131004,護理系,學士班(日間),1,3,14,27
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9221008,幼兒保育系,學士班(日間),0,1,0,0
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,10121009,化妝品應用系,學士班(日間),0,6,1,4
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2112004,數位多媒體設計系,學士班(日間),1,0,0,0
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2151001,流行音樂事業學士學位學程,學士班(日間),0,0,1,0
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2152002,演藝事業學士學位學程,學士班(日間),2,2,3,3
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2311003,應用外語系,學士班(日間),0,1,0,1
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,4131007,企業管理系,學士班(日間),0,0,2,0
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,4132009,行銷與流通管理系,學士班(日間),0,0,0,1
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10121028,化妝品應用與管理系,學士班(日間),0,1,0,4
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131021,旅館事業管理學士學位學程,學士班(日間),0,0,2,1
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131022,餐飲管理系,學士班(日間),2,2,1,1
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131023,烘焙創意與經營管理學士學位學程,學士班(日間),0,0,1,2
106,私立,技專校院,1072,大華學校財團法人大華科技大學,10141025,運動與健康促進系,學士班(日間),0,0,1,0
106,私立,技專校院,1072,大華學校財團法人大華科技大學,10151024,觀光管理系,學士班(日間),1,2,0,1
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2112004,數位設計系,學士班(日間),1,0,0,1
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2122003,時尚造形設計系,學士班(日間),0,1,0,5
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2123005,商業設計系,學士班(日間),1,0,0,2
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2311002,應用英語系,學士班(日間),0,0,1,0
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2311002,應用英語科,五專,0,1,0,0
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,3211007,資訊傳播系,學士班(日間),0,0,0,1
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4121016,財務金融系,學士班(日間),0,1,0,0
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4131011,企業管理系,學士班(日間),1,1,1,0
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4191008,時尚產業經營管理學士學位學程,學士班(日間),0,0,1,0
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,6134023,資訊科技應用系,學士班(日間),1,0,0,1
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10131025,餐旅管理系,學士班(日間),3,4,2,1
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10151026,觀光休閒系,學士班(日間),0,1,0,1
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,2124015,室內設計系,學士班(日間),0,0,0,1
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,1131001,華語文教學研究所,碩士班(日間),0,1,0,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),0,3,1,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文科,五專,0,6,0,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文系,學士班(日間),0,1,1,2
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文系,學士班(日間),0,2,1,1
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文科,五專,0,1,0,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311011,西班牙語文系,學士班(日間),0,0,0,1
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311011,西班牙語文科,五專,1,2,0,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311012,日本語文系,學士班(日間),2,1,4,6
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311012,日本語文科,五專,0,2,0,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312013,翻譯系,學士班(日間),0,4,0,3
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2323004,應用華語文系,學士班(日間),1,0,0,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3122016,國際事務系,學士班(日間),0,1,0,0
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3211018,傳播藝術系,學士班(日間),0,0,2,2
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,4131020,國際企業管理系,學士班(日間),1,0,0,1
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,2112002,數位媒體設計系,學士班(日間),1,0,0,1
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,2124003,室內設計系,學士班(日間),0,0,1,1
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,10121019,化妝品應用系,學士班(日間),0,2,0,3
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,6131005,資訊科技與管理系,學士班(日間),1,0,1,0
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,9131007,護理系,學士班(日間),0,0,3,4
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,9131007,護理科,五專,0,1,0,0
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,9141010,醫學影像暨放射科學系,學士班(日間),1,0,0,0
106,私立,技專校院,1078,致理學校財團法人致理科技大學,2112012,多媒體設計系,學士班(日間),1,0,0,2
106,私立,技專校院,1078,致理學校財團法人致理科技大學,2311010,應用英語系,學士班(日間),1,1,0,0
106,私立,技專校院,1078,致理學校財團法人致理科技大學,4111013,會計資訊科,五專,1,0,0,0
106,私立,技專校院,1078,致理學校財團法人致理科技大學,4131014,企業管理系,學士班(日間),0,0,0,10
106,私立,技專校院,1078,致理學校財團法人致理科技大學,4131014,企業管理系服務業經營管理碩士班,碩士班(日間),0,1,0,0
106,私立,技專校院,1078,致理學校財團法人致理科技大學,4132019,行銷與流通管理系,學士班(日間),0,1,0,0
106,私立,一般大學,1079,康寧學校財團法人康寧大學,2311003,應用外語學系,學士班(日間),0,0,1,0
106,私立,一般大學,1079,康寧學校財團法人康寧大學,6134035,數位應用學系,學士班(日間),0,0,1,0
106,私立,一般大學,1079,康寧學校財團法人康寧大學,9131043,健康照護管理學系,學士班(日間),0,0,0,1
106,私立,一般大學,1079,康寧學校財團法人康寧大學,10131050,餐飲管理學系,學士班(日間),2,1,0,0
106,私立,一般大學,1079,康寧學校財團法人康寧大學,10152055,休閒管理學系,學士班(日間),1,0,0,0
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,2124005,室內設計系,學士班(日間),0,1,0,0
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,4131006,企業管理系,學士班(日間),0,2,0,0
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,4199023,會展與觀光系,學士班(日間),0,1,0,0
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10131020,餐旅管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10131021,餐飲廚藝系,學士班(日間),0,0,1,0
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10151022,休閒事業管理系,學士班(日間),0,0,1,0
106,私立,技專校院,1081,東方學校財團法人東方設計大學,2111003,影視藝術系,學士班(日間),0,0,1,0
106,私立,技專校院,1081,東方學校財團法人東方設計大學,2122008,遊戲與動畫設計系,學士班(日間),0,0,2,0
106,私立,技專校院,1081,東方學校財團法人東方設計大學,2131001,攝影學位學程,學士班(日間),0,0,0,1
106,私立,技專校院,1081,東方學校財團法人東方設計大學,2141002,美術工藝系,學士班(日間),0,0,1,0
106,私立,技專校院,1081,東方學校財團法人東方設計大學,10121032,時尚美妝設計系,學士班(日間),0,0,0,1
106,私立,技專校院,1081,東方學校財團法人東方設計大學,10131025,餐飲管理系,學士班(日間),0,0,0,1
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2111009,數位媒體設計系,學士班(日間),0,0,1,0
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2112008,視覺傳達設計系,學士班(日間),0,0,0,1
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2122007,時尚造型設計系,學士班(日間),0,0,1,0
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2123011,創意商品設計系,學士班(日間),0,0,0,1
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2152002,演藝事業系,學士班(日間),0,1,6,0
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2191004,表演藝術系,學士班(日間),0,0,1,3
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,3213013,影視傳播系,學士班(日間),1,0,1,2
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10151032,觀光旅遊管理系,學士班(日間),14,23,0,1
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,2122002,時尚造型設計管理系,學士班(日間),0,3,1,1
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,2122003,數位遊戲與動畫設計系,學士班(日間),1,0,1,0
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,7211014,食品科技與行銷系,學士班(日間),0,1,0,0
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10151022,海洋休閒觀光系,學士班(日間),0,1,2,1
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10152024,海洋運動休閒系,學士班(日間),1,0,0,0
106,私立,技專校院,1148,大漢技術學院,2122001,珠寶技術系,學士班(日間),0,0,0,1
106,私立,技專校院,1159,和春技術學院,3211008,傳播藝術系,學士班(日間),0,0,0,1
106,私立,技專校院,1159,和春技術學院,6131025,資訊管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1166,亞東技術學院,7151014,機械工程系,學士班(日間),0,0,1,0
106,私立,一般大學,1176,稻江科技暨管理學院,2152002,表演藝術學士學位學程,學士班(日間),1,0,0,0
106,私立,一般大學,1176,稻江科技暨管理學院,3131010,諮商心理學系,學士班(日間),0,1,0,0
106,私立,技專校院,1183,黎明技術學院,2191001,表演藝術系,學士班(日間),2,0,0,2
106,私立,技專校院,1183,黎明技術學院,6131008,資訊科技系,學士班(日間),1,0,0,0
106,私立,技專校院,1183,黎明技術學院,10151022,觀光休閒系,學士班(日間),0,0,0,1
106,私立,技專校院,1185,經國管理暨健康學院,9131009,護理系,學士班(日間),0,0,1,0
106,私立,技專校院,1185,經國管理暨健康學院,9221011,幼兒保育系,學士班(日間),0,0,0,2
106,私立,技專校院,1185,經國管理暨健康學院,10121016,美容流行設計系,學士班(日間),1,0,0,2
106,私立,技專校院,1185,經國管理暨健康學院,10131012,餐旅管理系,學士班(日間),1,0,0,0
106,私立,技專校院,1185,經國管理暨健康學院,10131014,餐飲廚藝系,學士班(日間),3,0,1,0
106,私立,技專校院,1185,經國管理暨健康學院,10152020,觀光休閒與健康系,學士班(日間),3,0,1,0
106,私立,技專校院,1188,大同技術學院,10121001,時尚造型設計系,學士班(日間),1,6,0,0
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,2112005,數位媒體設計系,學士班(日間),0,0,0,1
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,2199009,文化創意設計系,碩士班(日間),1,0,0,0
106,私立,技專校院,1192,臺灣觀光學院,10131010,旅館管理系,學士班(日間),1,0,1,1
106,私立,技專校院,1192,臺灣觀光學院,10131012,餐飲管理系,學士班(日間),0,0,1,0
106,私立,技專校院,1192,臺灣觀光學院,10131016,廚藝管理系,學士班(日間),0,0,3,1
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,9121002,醫學系,學士班(日間),0,1,3,0
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,9153003,聽力暨語言治療學系,學士班(日間),0,1,1,4
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,1199001,生命教育碩士學位學程,碩士班(日間),0,0,0,1
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,2211002,佛教學系,學士班(日間),0,0,2,2
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,2211002,佛教學系,博士班,0,1,0,0
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,9131003,護理科,五專,0,0,0,1
106,私立,技專校院,1286,耕莘健康管理專科學校,9131003,護理科,五專,0,1,0,0
106,私立,技專校院,1292,新生醫護管理專科學校,2311002,應用英語科,五專,0,1,0,0
106,私立,技專校院,1292,新生醫護管理專科學校,9131007,護理科,五專,1,0,0,0
106,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2211001,基督教神學研究所,碩士班(日間),0,0,0,1
106,私立,宗教研修學院,1R03,臺北基督學院,2211001,基督教博雅學系,學士班(日間),0,0,1,0
106,公立,一般大學,3002,臺北市立大學,1111001,教育學系,學士班(日間),1,5,0,4
106,公立,一般大學,3002,臺北市立大學,1113029,特殊教育學系,學士班(日間),0,5,0,2
106,公立,一般大學,3002,臺北市立大學,1114035,教育行政與評鑑研究所,博士班,0,1,0,0
106,公立,一般大學,3002,臺北市立大學,1115036,學習與媒材設計學系,學士班(日間),3,4,2,3
106,公立,一般大學,3002,臺北市立大學,1121027,幼兒教育學系,學士班(日間),0,5,0,6
106,公立,一般大學,3002,臺北市立大學,1131007,華語文教學碩士學位學程,碩士班(日間),0,2,0,0
106,公立,一般大學,3002,臺北市立大學,1131017,英語教學系,學士班(日間),1,3,0,2
106,公立,一般大學,3002,臺北市立大學,1141025,體育學系,學士班(日間),2,0,6,2
106,公立,一般大學,3002,臺北市立大學,1141025,體育學系,碩士班(日間),1,0,0,0
106,公立,一般大學,3002,臺北市立大學,1141026,運動教育研究所,碩士班(日間),1,0,1,0
106,公立,一般大學,3002,臺北市立大學,2111040,視覺藝術學系,學士班(日間),0,3,0,3
106,公立,一般大學,3002,臺北市立大學,2111040,視覺藝術學系,碩士班(日間),0,0,0,1
106,公立,一般大學,3002,臺北市立大學,2151037,音樂學系,學士班(日間),4,2,0,1
106,公立,一般大學,3002,臺北市立大學,2151037,音樂學系,碩士班(日間),4,2,0,0
106,公立,一般大學,3002,臺北市立大學,2152039,舞蹈學系,學士班(日間),0,0,0,1
106,公立,一般大學,3002,臺北市立大學,2221019,歷史與地理學系,學士班(日間),3,1,3,3
106,公立,一般大學,3002,臺北市立大學,2322043,中國語文學系,學士班(日間),2,8,2,2
106,公立,一般大學,3002,臺北市立大學,2322043,中國語文學系,博士班,1,0,0,0
106,公立,一般大學,3002,臺北市立大學,3131055,心理與諮商學系,碩士班(日間),0,1,0,0
106,公立,一般大學,3002,臺北市立大學,4134056,社會暨公共事務學系,學士班(日間),4,6,1,2
106,公立,一般大學,3002,臺北市立大學,4199045,都會產業經營與行銷學系,學士班(日間),1,1,0,0
106,公立,一般大學,3002,臺北市立大學,5411012,數學系,學士班(日間),1,1,1,0
106,公立,一般大學,3002,臺北市立大學,6131016,資訊科學系,學士班(日間),1,0,1,0
106,公立,一般大學,3002,臺北市立大學,10141046,運動藝術學系,學士班(日間),0,0,1,0
106,公立,一般大學,3002,臺北市立大學,10141060,球類運動學系,學士班(日間),1,0,1,0
106,公立,一般大學,3002,臺北市立大學,10141062,陸上運動學系,學士班(日間),0,0,1,1
106,公立,一般大學,3002,臺北市立大學,10141064,技擊運動學系,學士班(日間),0,0,3,1
106,公立,一般大學,3002,臺北市立大學,10142053,運動科學研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,學士班(日間),4,2,5,1
106,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,碩士班(日間),0,0,1,0
106,公立,一般大學,3002,臺北市立大學,10152052,運動健康科學系,學士班(日間),3,1,4,1
106,公立,一般大學,3002,臺北市立大學,10152052,運動健康科學系,碩士班(日間),1,0,3,0
107,公立,一般大學,1,國立政治大學,1111001,教育學系,學士班(日間),3,18,4,3
107,公立,一般大學,1,國立政治大學,1111001,教育學系,碩士班(日間),2,1,1,0
107,公立,一般大學,1,國立政治大學,1111001,教育學系,博士班,0,1,0,0
107,公立,一般大學,1,國立政治大學,1114005,教育行政與政策研究所,碩士班(日間),1,1,1,0
107,公立,一般大學,1,國立政治大學,1121004,幼兒教育研究所,碩士班(日間),0,0,0,1
107,公立,一般大學,1,國立政治大學,2211019,宗教研究所,碩士班(日間),0,0,0,1
107,公立,一般大學,1,國立政治大學,2211019,宗教研究所,博士班,0,2,0,0
107,公立,一般大學,1,國立政治大學,2221020,歷史學系,學士班(日間),1,1,7,3
107,公立,一般大學,1,國立政治大學,2221020,歷史學系,碩士班(日間),1,0,5,0
107,公立,一般大學,1,國立政治大學,2221020,歷史學系,博士班,0,0,3,0
107,公立,一般大學,1,國立政治大學,2222031,民族學系,學士班(日間),0,1,2,0
107,公立,一般大學,1,國立政治大學,2231022,哲學系,學士班(日間),3,1,8,2
107,公立,一般大學,1,國立政治大學,2231022,哲學系,碩士班(日間),0,0,1,2
107,公立,一般大學,1,國立政治大學,2231022,哲學系,博士班,1,0,1,0
107,公立,一般大學,1,國立政治大學,2311009,英國語文學系,學士班(日間),1,3,3,4
107,公立,一般大學,1,國立政治大學,2311011,日本語文學系,學士班(日間),2,5,1,4
107,公立,一般大學,1,國立政治大學,2311011,日本語文學系,碩士班(日間),0,0,1,0
107,公立,一般大學,1,國立政治大學,2311012,阿拉伯語文學系,學士班(日間),1,1,1,0
107,公立,一般大學,1,國立政治大學,2311014,韓國語文學系,學士班(日間),0,6,0,7
107,公立,一般大學,1,國立政治大學,2311015,土耳其語文學系,學士班(日間),3,4,0,1
107,公立,一般大學,1,國立政治大學,2311016,歐洲語文學系,學士班(日間),1,8,1,2
107,公立,一般大學,1,國立政治大學,2311017,斯拉夫語文學系,學士班(日間),2,0,0,3
107,公立,一般大學,1,國立政治大學,2321007,台灣文學研究所,碩士班(日間),0,0,0,1
107,公立,一般大學,1,國立政治大學,2322008,中國文學系,學士班(日間),4,8,8,7
107,公立,一般大學,1,國立政治大學,2322008,中國文學系,碩士班(日間),2,0,2,2
107,公立,一般大學,1,國立政治大學,2322008,中國文學系,博士班,2,1,1,0
107,公立,一般大學,1,國立政治大學,2323002,華語文教學博士學位學程,博士班,0,1,0,0
107,公立,一般大學,1,國立政治大學,2323002,華語文教學碩士學位學程,碩士班(日間),0,3,0,0
107,公立,一般大學,1,國立政治大學,3111024,經濟學系,學士班(日間),4,9,2,2
107,公立,一般大學,1,國立政治大學,3111024,經濟學系,碩士班(日間),1,0,0,0
107,公立,一般大學,1,國立政治大學,3121026,政治學系,學士班(日間),2,0,6,2
107,公立,一般大學,1,國立政治大學,3121026,政治學系,碩士班(日間),1,0,1,1
107,公立,一般大學,1,國立政治大學,3121026,政治學系,博士班,0,0,1,0
107,公立,一般大學,1,國立政治大學,3122045,外交學系,學士班(日間),3,14,1,0
107,公立,一般大學,1,國立政治大學,3122045,外交學系,碩士班(日間),0,0,1,0
107,公立,一般大學,1,國立政治大學,3122046,國際研究英語碩士學位學程,碩士班(日間),1,0,0,0
107,公立,一般大學,1,國立政治大學,3131032,心理學系,學士班(日間),2,4,2,3
107,公立,一般大學,1,國立政治大學,3131032,心理學系,碩士班(日間),2,1,1,1
107,公立,一般大學,1,國立政治大學,3131033,輔導與諮商碩士學位學程,碩士班(日間),1,0,1,0
107,公立,一般大學,1,國立政治大學,3141030,社會學系,學士班(日間),2,3,3,1
107,公立,一般大學,1,國立政治大學,3141030,社會學系,碩士班(日間),1,2,2,0
107,公立,一般大學,1,國立政治大學,3143028,東亞研究所,碩士班(日間),1,0,2,0
107,公立,一般大學,1,國立政治大學,3143036,日本研究碩士學位學程,碩士班(日間),0,0,0,1
107,公立,一般大學,1,國立政治大學,3143038,俄羅斯研究所,碩士班(日間),1,0,1,0
107,公立,一般大學,1,國立政治大學,3143040,亞太研究英語碩士學位學程,碩士班(日間),0,0,0,1
107,公立,一般大學,1,國立政治大學,3143043,地政學系,學士班(日間),6,2,8,1
107,公立,一般大學,1,國立政治大學,3143043,地政學系,碩士班(日間),1,0,0,0
107,公立,一般大學,1,國立政治大學,3191047,國家發展研究所,碩士班(日間),1,0,1,0
107,公立,一般大學,1,國立政治大學,3211049,傳播學院傳播碩士學位學程,碩士班(日間),2,2,2,7
107,公立,一般大學,1,國立政治大學,3211050,國際傳播英語碩士學位學程,碩士班(日間),0,0,0,2
107,公立,一般大學,1,國立政治大學,3211056,傳播學院大一大二不分系,學士班(日間),4,25,6,15
